Cell_ID,Degradation_State,0,1,2,3,4,5,6
35C02,II,57364.11011,4.0,12516.703,0.51575,0.00933,0.51583,-1.03605
35C02,II,57364.25211,4.0,9909.4424,0.5233,0.01918,0.52365,-2.09906
35C02,II,57364.41611,4.0,7835.48,0.52937,0.02844,0.53014,-3.07499
35C02,II,57364.61711,4.0,6217.2461,0.53611,0.03458,0.53722,-3.69077
35C02,II,57364.85511,4.0,4905.291,0.54465,0.04172,0.54624,-4.38024
35C02,II,57365.09311,4.0,3881.2737,0.55385,0.04878,0.55599,-5.03288
35C02,II,57365.33211,4.0,3070.9827,0.56177,0.05293,0.56426,-5.38228
35C02,II,57365.57011,4.0,2430.7778,0.57137,0.05996,0.57451,-5.99069
35C02,II,57365.80811,4.0,1923.1537,0.58149,0.06357,0.58496,-6.23921
35C02,II,57366.04611,4.0,1522.4358,0.59176,0.06892,0.59576,-6.6432
35C02,II,57366.28411,4.0,1203.8446,0.60256,0.07359,0.60704,-6.96316
35C02,II,57366.52311,4.0,952.86591,0.6141,0.07769,0.61899,-7.21002
35C02,II,57366.76111,4.0,754.27557,0.62716,0.08205,0.6325,-7.45372
35C02,II,57366.99811,4.0,596.71857,0.63941,0.08668,0.64526,-7.72021
35C02,II,57367.23611,4.0,471.96338,0.65291,0.09245,0.65942,-8.05972
35C02,II,57367.47511,4.0,373.20856,0.66831,0.09585,0.67515,-8.16202
35C02,II,57367.71311,4.0,295.47278,0.68523,0.09866,0.69229,-8.19343
35C02,II,57367.95211,4.0,233.87738,0.69662,0.10312,0.70421,-8.41999
35C02,II,57368.19011,4.0,185.05922,0.71217,0.10618,0.72004,-8.47997
35C02,II,57368.42611,4.0,146.35823,0.72887,0.11161,0.73737,-8.70607
35C02,II,57368.66211,4.0,115.77804,0.74538,0.11644,0.75442,-8.87843
35C02,II,57368.89711,4.0,91.6721,0.76196,0.12061,0.77145,-8.9948
35C02,II,57369.14211,4.0,72.51701,0.7791,0.12809,0.78955,-9.33646
35C02,II,57369.37111,4.0,57.36816,0.79699,0.13292,0.808,-9.46827
